company_id,region,sector,num_employees,annual_revenue,avg_employee_salary,expenses_total,customer_growth_rate,customer_retention_rate,digital_spending_ratio,years_in_operation,profit_to_expense_ratio,tech_adoption_level,remote_work_policy,has_pitch_deck,cash_flow_score,credit_score,registered_business,prior_investment,traction_score,female_owned,bookkeeping_quality,tax_compliance_status,regulatory_license_status,data_protection_score,employee_contracts_verified,AML_risk_flag,financial_transparency_score,compliance_risk_level,funding_stage,revenue_growth_rate
8673,Urban,Agriculture,150,96537,7812.97,48325.54,0.022,0.518,0.154,4,0.033,Medium,None,0,0.281,0.393,1,None,0.158,0,0.774,Compliant,Valid,0.277,1,0,0.056,Moderate,Series A,0.1636
8674,Urban,Healthcare,16,25166,2991.8,11413.6,0.553,0.38,0.009,27,0.589,Low,None,0,0.656,0.437,1,None,0.476,0,0.631,Compliant,Valid,0.0,1,0,0.519,Moderate,Series A,0.3639
8675,Urban,Manufacturing,28,38542,2288.17,20556.87,0.326,0.312,0.187,5,0.266,High,None,0,0.539,0.474,0,None,0.336,1,1.0,Compliant,Valid,0.145,1,1,0.647,Moderate,Series A,0.1714
8676,Urban,Manufacturing,496,59246,2012.81,32283.87,0.35,0.307,0.303,13,0.321,Low,None,0,0.565,0.447,1,Gov Grant,0.356,0,0.875,Compliant,Valid,0.244,1,0,0.649,Moderate,Series A,0.5731
8677,Urban,Retail,419,4406,1522.88,2356.29,0.408,0.204,0.157,5,0.145,Medium,Full,0,0.262,0.659,0,Gov Grant,0.381,0,0.503,Late Filing,Expired,0.346,1,0,0.204,High,Series A,0.4702
8678,Urban,Manufacturing,444,72020,7993.36,37163.11,0.073,0.651,0.043,0,0.798,Low,None,0,0.87,0.669,1,Angels,0.185,0,0.987,Compliant,Valid,0.177,1,0,0.798,Moderate,Series B,0.497
8679,Rural,Finance,173,6319,2572.34,5083.52,0.251,0.531,0.2,27,0.633,Medium,Partial,0,0.725,0.515,1,None,0.283,0,0.897,Compliant,Expired,0.266,1,0,0.9,Moderate,Series B,0.4087
8680,Urban,Healthcare,46,420171,3422.45,357233.99,0.016,0.657,0.173,17,0.435,Low,None,1,0.355,0.503,1,Gov Grant,0.219,0,0.35,Compliant,Valid,0.0,1,0,0.226,High,Seed,0.267
8681,Urban,Finance,328,22350,7009.44,12960.99,0.468,0.067,0.13,29,0.437,Low,Partial,0,0.602,0.321,1,None,0.422,0,0.802,Compliant,Valid,0.032,1,0,0.406,Moderate,Series A,0.4668
8682,Urban,Finance,236,29090,5242.53,16517.91,0.279,0.376,0.096,20,0.615,Medium,None,0,0.571,0.48,1,Gov Grant,0.305,0,0.395,Compliant,Valid,0.0,1,0,0.313,Critical,Series B,0.3731
8683,Urban,Agriculture,439,14420,3138.95,12462.02,-0.005,0.618,0.411,27,0.18,Medium,None,0,0.403,0.684,1,VC,0.125,0,0.484,Compliant,Expired,0.589,1,0,0.274,Moderate,Series A,0.4064
8684,Urban,Agriculture,214,17052,7217.13,12672.33,0.52,0.343,0.073,11,0.318,Medium,None,0,0.59,0.36,1,None,0.453,1,0.367,Compliant,Expired,0.119,0,0,0.72,High,Series B,0.3559
8685,Rural,Agriculture,85,556216,6072.88,312254.7,0.265,0.605,0.092,5,0.075,Low,Full,1,0.423,0.645,1,None,0.402,0,0.444,Compliant,Valid,0.0,0,0,0.019,High,Series A,0.2631
8686,Urban,Agriculture,282,112245,2054.83,88952.68,0.196,0.677,0.263,24,0.53,Low,None,1,0.647,0.622,1,VC,0.27,0,0.885,Compliant,Valid,0.0,1,0,0.76,Moderate,Series B,0.4652
8687,Rural,Agriculture,232,5659,5256.79,3336.13,-0.172,0.399,0.18,28,0.188,Low,Partial,0,0.501,0.4,1,Angels,0.019,0,0.428,Compliant,Expired,0.0,1,0,0.132,High,Seed,0.2833
8688,Rural,Education,85,220809,7402.47,159557.82,0.528,0.465,0.273,1,0.6,Medium,Partial,0,0.659,0.332,0,None,0.499,1,0.671,Compliant,Valid,0.395,1,0,0.536,High,Series A,0.3924
8689,Urban,Finance,409,152039,4122.75,143821.1,0.562,0.205,0.148,24,0.283,Low,Partial,0,0.569,0.181,1,Angels,0.507,0,0.394,Late Filing,Valid,0.163,1,0,0.262,Moderate,Seed,0.4188
8690,Urban,Manufacturing,489,25914,5948.82,14664.13,0.25,0.209,0.235,3,0.152,Medium,Partial,1,0.417,0.707,1,None,0.286,0,0.289,Not Registered,Missing,0.205,1,0,0.028,High,Series A,0.5772
8691,Urban,Agriculture,65,52472,7777.5,47843.41,0.154,0.146,0.519,18,0.247,Low,Partial,0,0.442,0.738,1,Gov Grant,0.232,1,0.52,Compliant,Valid,0.08,1,0,0.347,Moderate,Seed,0.2004
8692,Urban,Manufacturing,134,35670,5616.19,20558.72,0.088,0.124,0.032,3,0.206,High,Partial,0,0.464,0.837,1,None,0.187,0,0.642,Compliant,Valid,0.602,1,0,0.462,Moderate,Series A,0.1824
8693,Urban,Finance,151,387355,1088.78,270047.52,0.014,0.379,0.129,5,0.642,Medium,Partial,0,0.756,0.858,0,None,0.211,0,0.767,Compliant,Valid,0.22,0,0,0.402,Moderate,Series A,0.2433
8694,Urban,Agriculture,115,13967,2183.11,9120.33,0.26,0.307,0.054,14,0.29,Low,Partial,0,0.428,0.788,1,None,0.29,1,0.332,Compliant,Expired,0.213,1,0,0.363,High,Series A,0.1687
8695,Urban,Agriculture,64,43270,4882.24,35946.02,-0.098,0.454,0.027,11,0.157,Medium,None,0,0.427,0.466,1,None,0.072,0,0.181,Not Registered,Valid,0.136,1,0,0.194,High,Seed,0.108
8696,Urban,Finance,343,21725,2421.78,9419.98,0.535,0.666,0.097,5,0.033,Low,Full,0,0.284,0.341,1,Angels,0.464,1,0.339,Not Registered,Valid,0.154,1,0,0.117,High,Series A,0.4705
8697,Urban,Tech,427,6505,7673.07,4845.69,-0.059,0.588,0.302,15,0.691,Low,None,0,0.748,0.785,1,None,0.089,0,0.798,Compliant,Expired,0.129,1,0,0.626,Moderate,Series B,0.4221
8698,Rural,Tech,363,503816,3421.21,412306.3,0.396,0.426,0.276,21,0.609,Low,Partial,0,0.731,0.696,1,Gov Grant,0.473,0,0.801,Compliant,Valid,0.051,1,0,0.531,Moderate,Series A,0.5928
8699,Urban,Education,407,8797,3820.67,5803.2,0.046,0.185,0.395,17,0.113,Medium,Partial,1,0.448,0.667,1,Angels,0.156,0,0.536,Compliant,Valid,0.31,1,0,0.351,Moderate,Seed,0.3959
8700,Urban,Healthcare,352,47295,5702.34,21656.9,-0.019,0.406,0.349,28,0.187,Low,Partial,0,0.473,0.51,1,None,0.123,0,0.395,Compliant,Valid,0.079,0,0,0.348,Moderate,Seed,0.3128
8701,Urban,Retail,158,4497,4336.72,2404.29,0.246,0.278,0.248,28,0.325,Low,Full,1,0.427,0.268,1,Gov Grant,0.28,0,0.399,Compliant,Missing,0.167,1,0,0.253,Moderate,Seed,0.2194
8702,Urban,Education,77,22497,3242.52,17408.62,0.412,0.205,0.345,21,0.2,Medium,None,1,0.454,0.34,0,None,0.387,1,0.611,Late Filing,Missing,0.549,1,0,0.81,Moderate,Seed,0.3516
8703,Urban,Education,491,60256,890.11,53777.91,0.381,0.661,0.079,19,0.343,Medium,None,0,0.558,0.604,1,None,0.375,1,0.575,Compliant,Valid,0.153,1,0,0.396,High,Series A,0.5609
8704,Urban,Manufacturing,146,13498,4892.63,8529.18,-0.013,0.589,0.245,2,0.305,Medium,None,0,0.478,0.606,1,VC,0.12,0,0.546,Compliant,Valid,0.194,1,0,0.287,High,Series A,0.2076
8705,Urban,Retail,343,73435,6980.37,52008.62,0.064,0.474,0.299,15,0.36,Medium,Partial,1,0.475,0.258,1,None,0.18,0,0.36,Compliant,Valid,0.198,1,0,0.131,High,Seed,0.4364
8706,Urban,Manufacturing,463,26295,5580.37,13820.96,0.495,0.069,0.088,20,0.33,High,None,0,0.448,0.529,0,None,0.44,0,0.166,Not Registered,Valid,0.337,0,0,0.213,High,Series A,0.6069
8707,Urban,Manufacturing,225,146108,3237.51,91568.41,0.379,0.454,0.151,0,0.076,Medium,None,0,0.283,0.444,1,None,0.391,1,0.519,Compliant,Valid,0.247,1,0,0.11,High,Series A,0.3746
8708,Urban,Healthcare,405,186114,1283.49,108920.31,0.37,0.534,0.517,20,0.166,Medium,Partial,1,0.411,0.59,1,None,0.393,1,0.454,Compliant,Valid,0.447,1,0,0.249,Moderate,Series A,0.6821
8709,Urban,Retail,313,17960,6585.8,13659.28,0.015,0.669,0.467,22,0.081,Low,None,1,0.386,0.613,1,Angels,0.138,0,0.351,Compliant,Valid,0.151,0,0,0.0,High,Series A,0.3552
8710,Urban,Healthcare,103,39818,7551.46,37492.01,0.434,0.42,0.101,7,0.415,High,Partial,0,0.558,0.506,1,Angels,0.404,0,0.399,Late Filing,Expired,0.354,1,0,0.468,High,Series A,0.2311
8711,Urban,Retail,407,45258,3289.7,38347.87,0.087,0.175,0.221,13,0.271,Medium,None,0,0.544,0.519,0,Gov Grant,0.188,0,0.772,Compliant,Valid,0.297,1,0,0.386,Moderate,Seed,0.3572
8712,Urban,Tech,347,76360,5910.54,38614.53,0.121,0.337,0.261,27,0.598,High,None,0,0.714,0.664,0,Gov Grant,0.216,0,0.804,Compliant,Valid,0.547,1,0,0.463,High,Seed,0.4055
8713,Urban,Tech,301,36948,3462.88,26518.44,0.03,0.327,0.236,27,0.458,High,Full,0,0.67,0.331,1,None,0.151,1,0.336,Compliant,Missing,0.261,0,0,0.527,Moderate,Seed,0.435
8714,Urban,Retail,428,45627,4167.46,19917.39,-0.103,0.523,0.007,3,0.038,High,Full,0,0.237,0.419,1,Angels,0.07,0,0.643,Compliant,Expired,0.051,1,0,0.419,Moderate,Series B,0.2581
8715,Urban,Manufacturing,466,27117,6740.87,14529.38,0.136,0.629,0.064,26,0.351,Medium,None,0,0.546,0.694,1,Angels,0.215,0,0.666,Compliant,Valid,0.016,0,0,0.52,Moderate,Series A,0.4367
8716,Urban,Tech,88,41701,942.37,20630.31,-0.186,0.654,0.617,20,0.288,High,None,0,0.457,0.529,1,None,0.017,0,0.23,Not Registered,Valid,0.631,1,0,0.161,High,Series A,0.2365
8717,Urban,Education,371,172392,4383.58,100771.75,0.165,0.291,0.397,13,0.24,Low,None,0,0.501,0.386,1,Angels,0.262,0,0.386,Late Filing,Valid,0.167,0,0,0.0,High,Series A,0.5372
8718,Urban,Agriculture,303,78850,1952.58,60978.46,0.38,0.449,0.226,26,0.445,High,Full,0,0.551,0.347,1,None,0.378,0,0.846,Compliant,Valid,0.452,1,0,0.712,Moderate,Series B,0.4996
8719,Urban,Finance,168,84247,2916.51,56838.61,0.569,0.42,0.446,0,0.57,Low,Full,1,0.674,0.455,0,Angels,0.497,0,0.436,Late Filing,Valid,0.314,1,0,0.192,High,Series A,0.5534
8720,Urban,Agriculture,435,86481,5262.1,78965.81,-0.137,0.551,0.112,23,0.03,High,None,1,0.341,0.406,1,Gov Grant,0.057,0,0.556,Compliant,Valid,0.368,1,0,0.341,Moderate,Seed,0.3619
8721,Rural,Tech,170,30195,509.66,15611.17,0.025,0.57,0.044,6,0.328,Low,Partial,0,0.548,0.829,1,Angels,0.147,0,0.827,Compliant,Valid,0.0,0,0,0.218,Moderate,Series A,0.2647
8722,Rural,Tech,135,53241,4872.45,31961.37,0.195,0.073,0.088,1,0.327,High,Partial,1,0.575,0.753,1,None,0.257,0,0.698,Compliant,Valid,0.366,0,0,0.583,Moderate,Series A,0.3143
8723,Urban,Finance,50,9875,2482.51,5741.51,-0.064,0.365,0.215,26,0.189,Medium,None,0,0.508,0.611,1,Gov Grant,0.087,0,0.886,Compliant,Valid,0.157,1,0,0.391,Moderate,Series A,0.0992
8724,Urban,Tech,432,166470,5455.03,88192.48,-0.107,0.495,0.289,18,0.353,Medium,None,0,0.612,0.672,1,None,0.091,0,0.655,Compliant,Valid,0.339,1,0,0.451,Moderate,Series B,0.4778
8725,Rural,Education,340,1287,1390.18,1217.82,0.162,0.072,0.177,0,0.243,Low,None,1,0.36,0.44,1,None,0.227,1,0.193,Not Registered,Missing,0.055,1,0,0.181,High,Series A,0.4074
8726,Rural,Healthcare,347,32710,5965.75,20050.38,0.265,0.088,0.17,12,0.782,Medium,Partial,0,0.825,0.437,0,None,0.297,0,0.814,Compliant,Valid,0.448,1,0,0.604,Moderate,Seed,0.4782
8727,Rural,Healthcare,134,142782,5271.43,130971.06,0.456,0.363,0.435,14,0.27,Medium,None,1,0.457,0.55,1,VC,0.438,0,0.248,Not Registered,Valid,0.329,1,0,0.205,High,Series A,0.432
8728,Urban,Finance,347,7068,7778.56,4345.13,0.598,0.282,0.27,9,0.5,Medium,None,0,0.632,0.276,1,None,0.5,1,1.0,Compliant,Valid,0.261,1,0,0.414,Moderate,Seed,0.6266
8729,Rural,Healthcare,137,58673,7316.51,30055.27,0.419,0.364,0.203,5,0.469,Low,None,0,0.577,0.433,1,Angels,0.399,0,0.602,Compliant,Valid,0.119,0,0,0.713,Moderate,Seed,0.498
8730,Rural,Retail,245,16044,2481.43,7469.5,-0.023,0.486,0.526,2,0.573,Medium,None,0,0.701,0.466,1,Gov Grant,0.114,1,0.779,Compliant,Valid,0.482,0,0,0.544,Moderate,Seed,0.4224
8731,Urban,Healthcare,109,23329,510.34,20309.29,0.398,0.199,0.504,2,0.355,Low,Full,1,0.484,0.564,1,None,0.378,0,0.457,Compliant,Expired,0.373,1,1,0.332,High,Series A,0.4386
8732,Urban,Retail,313,112998,5346.34,47194.03,0.23,0.11,0.012,15,0.415,Low,Partial,0,0.599,0.76,1,None,0.291,0,0.726,Compliant,Missing,0.0,1,0,0.514,Moderate,Series B,0.3846
8733,Rural,Finance,287,46059,4942.23,42854.08,0.161,0.679,0.09,20,0.598,High,Partial,1,0.748,0.508,1,Gov Grant,0.235,0,0.845,Compliant,Valid,0.031,1,0,0.716,Moderate,Series B,0.4653
8734,Rural,Education,21,3161,511.2,1991.45,0.549,0.462,0.025,19,0.166,Low,Full,0,0.48,0.456,1,Gov Grant,0.469,1,0.547,Compliant,Valid,0.0,1,0,0.508,Moderate,Series A,0.2402
8735,Urban,Healthcare,90,11252,1244.62,6031.7,0.362,0.517,0.144,5,0.396,Medium,Partial,1,0.626,0.749,1,None,0.353,0,0.38,Compliant,Valid,0.193,1,0,0.44,Moderate,Series B,0.3033
8736,Rural,Education,296,117055,4802.2,86573.34,0.345,0.271,0.214,20,0.217,Low,None,0,0.518,0.372,1,None,0.364,0,0.719,Compliant,Valid,0.14,1,0,0.309,Moderate,Seed,0.3817
8737,Urban,Tech,112,62239,7321.07,29445.4,-0.191,0.508,0.306,12,0.233,Low,None,0,0.535,0.835,1,None,0.018,0,0.308,Not Registered,Valid,0.037,1,0,0.563,High,Series A,0.1475
8738,Rural,Education,301,295896,7280.05,130099.57,0.492,0.659,0.448,20,0.289,Medium,Partial,0,0.527,0.436,0,None,0.491,1,1.0,Compliant,Valid,0.165,1,0,0.735,Moderate,Series A,0.6201
8739,Rural,Manufacturing,77,273533,1466.43,233947.53,0.435,0.478,0.348,1,0.512,Medium,None,1,0.675,0.715,1,Angels,0.451,0,0.809,Compliant,Missing,0.373,0,0,0.551,High,Series B,0.2898
8740,Urban,Tech,177,24084,3261.22,15258.87,0.039,0.553,0.181,1,0.664,Medium,None,1,0.66,0.605,1,None,0.154,0,0.453,Compliant,Valid,0.0,1,0,0.56,Moderate,Series A,0.3306
8741,Rural,Education,343,732256,632.66,501624.8,0.034,0.428,0.144,17,0.42,Medium,Partial,0,0.537,0.537,1,None,0.292,0,1.0,Compliant,Valid,0.215,1,0,0.582,Moderate,Series B,0.3511
8742,Urban,Retail,148,37398,3913.39,18593.64,-0.157,0.439,0.14,15,0.419,Low,None,0,0.603,0.696,1,None,0.034,1,0.348,Compliant,Valid,0.201,1,0,0.615,Moderate,Series B,0.2464
8743,Urban,Manufacturing,101,11439,6098.74,4962.05,-0.159,0.363,0.176,13,0.341,Low,None,0,0.512,0.674,1,Gov Grant,0.028,0,0.743,Compliant,Valid,0.171,1,0,0.451,High,Series A,0.1196
8744,Urban,Education,246,16977,6382.79,10224.85,0.335,0.357,0.222,19,0.094,High,None,0,0.455,0.584,1,VC,0.338,1,0.535,Compliant,Expired,0.249,0,0,0.442,Moderate,Series B,0.3679
8745,Urban,Manufacturing,117,2421,4142.22,1642.36,-0.051,0.806,0.301,13,0.109,High,None,0,0.328,0.565,1,None,0.094,1,0.62,Compliant,Expired,0.451,1,0,0.393,High,Seed,0.1747
8746,Rural,Manufacturing,92,249802,1038.2,205084.16,0.539,0.439,0.095,1,0.449,Low,Full,0,0.56,0.251,1,None,0.512,0,0.741,Compliant,Valid,0.054,1,0,0.671,Moderate,Series B,0.4531
8747,Urban,Tech,401,246154,3236.5,166296.37,0.474,0.273,0.069,18,0.2,Low,Partial,1,0.5,0.509,1,None,0.47,0,0.684,Compliant,Valid,0.048,1,0,0.565,Moderate,Series B,0.4892
8748,Rural,Agriculture,28,10736,7477.19,8914.95,0.079,0.08,0.25,27,0.807,Medium,None,0,0.766,0.755,1,Gov Grant,0.177,0,0.274,Not Registered,Expired,0.162,1,0,0.424,High,Series A,0.2818
8749,Rural,Agriculture,425,27627,2068.02,12804.78,0.104,0.341,0.227,13,0.086,Low,None,0,0.386,0.424,1,None,0.196,0,0.686,Compliant,Valid,0.06,1,0,0.621,Moderate,Series A,0.4822
8750,Urban,Manufacturing,450,40730,2762.11,17724.86,0.062,0.252,0.11,6,0.173,High,Full,0,0.401,0.513,1,Angels,0.172,0,0.417,Late Filing,Valid,0.287,1,0,0.356,Moderate,Series A,0.3798
8751,Urban,Education,25,11471,6050.57,5590.66,-0.126,0.083,0.043,6,0.304,Medium,None,0,0.571,0.665,0,None,0.049,0,0.315,Not Registered,Valid,0.359,1,0,0.21,High,Seed,0.0321
8752,Urban,Tech,58,4420,5948.57,3644.76,-0.175,0.882,0.081,18,0.34,High,None,1,0.567,0.512,1,None,0.017,0,0.425,Late Filing,Valid,0.331,1,1,0.164,High,Series A,0.0781
8753,Rural,Education,498,28214,7323.96,23068.66,0.162,0.346,0.199,10,0.472,Medium,Partial,0,0.548,0.416,1,None,0.232,1,0.487,Compliant,Valid,0.091,0,0,0.5,Moderate,Series B,0.5539
8754,Urban,Manufacturing,297,24704,3288.51,11802.39,0.554,0.139,0.096,21,0.404,Medium,None,0,0.557,0.668,0,None,0.476,1,0.431,Late Filing,Valid,0.284,1,0,0.109,High,Series A,0.4811
8755,Urban,Agriculture,134,22786,4262.41,9502.76,0.534,0.052,0.166,22,0.13,Medium,Partial,0,0.468,0.61,0,None,0.463,0,0.637,Compliant,Valid,0.069,1,1,0.626,High,Seed,0.3819
8756,Urban,Healthcare,331,47442,3898.92,36857.93,0.448,0.247,0.453,1,0.156,High,Partial,1,0.27,0.297,1,None,0.414,1,0.811,Compliant,Valid,0.557,1,0,0.609,Moderate,Series A,0.4812
8757,Rural,Education,249,201879,7443.69,175716.49,0.303,0.548,0.659,24,0.256,Low,Full,0,0.538,0.766,1,None,0.355,0,0.608,Compliant,Valid,0.309,0,0,0.423,Moderate,Series B,0.4562
8758,Urban,Education,38,25243,6223.85,20566.97,0.485,0.128,0.165,3,0.334,Medium,Partial,0,0.537,0.377,1,None,0.433,0,0.713,Compliant,Valid,0.0,1,0,0.925,Moderate,Series B,0.3044
8759,Rural,Education,390,44557,6702.1,22792.66,0.212,0.459,0.261,5,0.113,Medium,Partial,1,0.402,0.17,1,None,0.266,0,0.916,Compliant,Valid,0.283,1,0,0.357,Moderate,Series A,0.3683
8760,Urban,Agriculture,429,86877,1324.86,62644.6,-0.056,0.765,0.402,1,0.364,Low,Partial,0,0.59,0.519,1,Angels,0.107,0,0.784,Compliant,Expired,0.227,0,0,0.603,Moderate,Series A,0.3644
8761,Rural,Retail,75,70613,6397.22,57659.13,0.347,0.352,0.683,10,0.709,High,Partial,1,0.768,0.819,1,VC,0.356,0,0.703,Compliant,Valid,0.404,1,0,0.57,Moderate,Series B,0.5501
8762,Urban,Agriculture,142,17373,3633.94,9393.68,0.537,0.251,0.098,14,0.335,Low,None,0,0.361,0.151,1,None,0.464,0,0.911,Compliant,Valid,0.044,1,0,0.476,Moderate,Series B,0.4533
8763,Urban,Agriculture,322,40768,479.71,28139.97,-0.184,0.369,0.128,13,0.249,High,None,0,0.448,0.582,1,None,0.018,1,0.876,Compliant,Valid,0.243,0,0,0.619,Moderate,Seed,0.2741
8764,Rural,Education,168,70056,762.68,40138.81,0.001,0.383,0.194,2,0.198,Low,Partial,0,0.507,0.376,0,Gov Grant,0.14,0,0.43,Late Filing,Valid,0.214,1,0,0.431,High,Series A,0.2452
8765,Urban,Tech,259,9377,5519.89,4914.17,0.012,0.567,0.515,13,0.623,Medium,None,0,0.733,0.576,1,Angels,0.134,0,0.85,Compliant,Valid,0.547,1,0,0.913,Moderate,Series A,0.4005
8766,Rural,Agriculture,373,165421,3164.5,154383.14,-0.121,0.08,0.11,2,0.128,Low,None,0,0.353,0.225,0,None,0.082,0,0.188,Not Registered,Missing,0.0,1,0,0.109,Critical,Seed,0.323
8767,Urban,Agriculture,355,202381,6984.49,182531.49,-0.02,0.203,0.408,2,0.479,Low,None,0,0.535,0.647,1,Angels,0.153,1,0.384,Compliant,Valid,0.138,1,0,0.478,Moderate,Seed,0.4148
8768,Urban,Agriculture,225,15255,5953.9,9841.26,0.107,0.167,0.074,13,0.301,Low,Partial,1,0.333,0.649,0,VC,0.195,1,0.629,Late Filing,Expired,0.15,1,0,0.304,High,Seed,0.2017
8769,Urban,Retail,152,45817,466.94,21773.52,0.552,0.29,0.251,19,0.24,Low,Partial,0,0.408,0.747,1,Angels,0.479,0,0.416,Compliant,Valid,0.153,1,0,0.512,High,Series A,0.3723
8770,Rural,Retail,19,78491,5589.04,62820.19,0.488,0.697,0.314,15,0.658,Medium,None,0,0.699,0.576,1,None,0.446,0,0.607,Compliant,Valid,0.299,1,1,0.504,High,Series A,0.3878
8771,Rural,Retail,146,18869,1781.11,10201.25,0.557,0.32,0.282,16,0.458,Medium,Partial,0,0.621,0.772,1,None,0.477,0,0.557,Compliant,Valid,0.304,1,0,0.331,High,Debt Financing,0.3722
8772,Urban,Education,448,64727,3553.89,31890.01,-0.104,0.495,0.083,12,0.329,High,None,0,0.485,0.569,0,Gov Grant,0.073,0,0.722,Compliant,Valid,0.581,1,0,0.086,Moderate,Seed,0.4166
8773,Urban,Finance,241,44175,5110.46,26939.72,-0.178,0.198,0.269,21,0.586,Medium,None,0,0.738,0.587,1,None,0.023,0,0.535,Compliant,Valid,0.345,1,0,0.639,Moderate,Seed,0.3589
8774,Urban,Education,372,6239,7019.93,4313.75,-0.112,0.367,0.394,1,0.391,Low,None,1,0.517,0.577,1,Angels,0.056,1,0.774,Compliant,Valid,0.336,1,0,0.579,High,Series A,0.4038
8775,Urban,Education,381,63007,3811.95,28579.48,0.531,0.451,0.078,11,0.227,High,None,0,0.406,0.55,1,None,0.469,1,0.475,Compliant,Valid,0.458,1,0,0.458,Moderate,Seed,0.4822
8776,Urban,Tech,344,9699,6525.38,6929.55,-0.074,0.431,0.109,29,0.374,Low,Partial,0,0.581,0.738,1,Gov Grant,0.081,0,0.873,Compliant,Valid,0.099,1,0,0.528,High,Series A,0.3653
8777,Urban,Tech,237,112088,6328.84,45781.4,0.258,0.366,0.349,20,0.275,Medium,Partial,0,0.558,0.548,1,None,0.309,0,0.282,Compliant,Valid,0.012,0,0,0.315,High,Series A,0.3562
8778,Urban,Agriculture,35,16229,3491.95,14452.38,-0.018,0.57,0.225,21,0.368,Low,None,0,0.493,0.833,0,Gov Grant,0.117,0,0.578,Compliant,Valid,0.216,1,0,0.44,High,Seed,0.2399
8779,Rural,Manufacturing,190,29925,4157.55,27124.26,-0.183,0.136,0.033,13,0.465,Medium,None,0,0.671,0.514,1,VC,0.017,1,0.9,Compliant,Expired,0.17,0,0,0.754,Low,Seed,0.1316
8780,Rural,Manufacturing,1,188478,5693.73,151383.44,-0.132,0.58,0.204,3,0.082,Low,Partial,1,0.425,0.301,1,VC,0.08,0,0.378,Compliant,Valid,0.288,1,1,0.346,High,Series A,0.0914
8781,Urban,Healthcare,484,65884,539.84,43259.58,0.368,0.196,0.255,27,0.414,High,Full,0,0.564,0.575,1,Angels,0.368,0,0.472,Compliant,Valid,0.643,1,0,0.279,High,Seed,0.6704
8782,Urban,Education,153,9943,7159.25,5371.14,-0.054,0.26,0.229,4,0.408,Low,Partial,0,0.588,0.574,1,Angels,0.093,1,0.665,Compliant,Valid,0.113,1,0,0.546,Moderate,Series A,0.1585
8783,Urban,Retail,429,10744,6227.58,8694.71,-0.017,0.822,0.4,3,0.115,Medium,None,0,0.469,0.236,1,None,0.117,0,0.467,Compliant,Valid,0.247,0,1,0.676,Moderate,Seed,0.4057
8784,Urban,Manufacturing,433,17691,2220.5,16142.83,0.102,0.288,0.025,2,0.148,Medium,None,0,0.352,0.479,1,None,0.192,0,0.405,Compliant,Valid,0.284,1,0,0.231,High,Series B,0.4014
8785,Urban,Tech,126,58313,7855.09,28409.72,0.326,0.235,0.27,5,0.453,Medium,Partial,0,0.59,0.431,1,None,0.34,1,0.621,Compliant,Valid,0.405,1,0,0.175,High,Series A,0.4266
8786,Urban,Retail,491,55824,1681.31,36631.83,0.175,0.053,0.042,3,0.418,Medium,None,0,0.531,0.582,1,Gov Grant,0.246,0,0.74,Compliant,Valid,0.112,1,0,0.488,Moderate,Seed,0.5029
8787,Urban,Manufacturing,482,13204,7338.47,7571.09,0.556,0.024,0.243,11,0.29,High,None,1,0.543,0.673,1,None,0.475,1,0.73,Compliant,Valid,0.551,1,0,0.182,Moderate,Series B,0.6717
8788,Rural,Manufacturing,345,8949,2798.45,5335.47,0.147,0.302,0.29,28,0.361,High,None,0,0.369,0.566,1,None,0.219,0,0.404,Compliant,Valid,0.428,1,0,0.242,High,Series B,0.4278
8789,Urban,Retail,400,50914,6176.23,31727.91,-0.041,0.164,0.034,15,0.604,Medium,Partial,0,0.585,0.778,1,None,0.11,0,0.522,Compliant,Valid,0.115,1,0,0.656,Moderate,Series A,0.3294
8790,Urban,Agriculture,226,29195,3814.1,26961.23,0.229,0.106,0.381,25,0.187,Medium,None,1,0.511,0.433,1,Gov Grant,0.274,0,0.488,Compliant,Valid,0.255,1,0,0.235,High,Series B,0.3605
8791,Urban,Retail,221,483429,5970.8,262139.59,0.161,0.475,0.017,22,0.253,Low,None,0,0.49,0.551,1,VC,0.322,0,0.843,Compliant,Valid,0.044,1,0,0.368,Moderate,Series A,0.3028
8792,Urban,Manufacturing,403,37946,1499.53,25460.69,0.43,0.677,0.083,15,0.531,Low,Partial,1,0.611,0.679,1,VC,0.401,1,0.467,Compliant,Expired,0.057,1,0,0.134,High,Seed,0.5743
8793,Rural,Education,407,320329,2375.2,295765.57,0.548,0.317,0.064,14,0.562,Low,None,0,0.723,0.697,1,Gov Grant,0.531,0,0.539,Compliant,Valid,0.084,1,0,0.504,Moderate,Series B,0.6203
8794,Rural,Education,211,8915,1068.91,5900.23,0.469,0.924,0.251,22,0.239,Low,Partial,0,0.524,0.647,1,Angels,0.42,0,0.528,Compliant,Valid,0.117,1,0,0.136,High,Series B,0.5107
8795,Urban,Retail,25,5498,6961.61,4810.64,0.111,0.254,0.512,11,0.844,High,Full,0,0.875,0.469,1,Gov Grant,0.195,0,0.743,Compliant,Missing,0.519,1,0,0.554,Moderate,Series A,0.3636
8796,Rural,Finance,16,9470,2581.46,4094.08,-0.027,0.46,0.247,14,0.274,Low,None,1,0.332,0.507,1,None,0.11,0,0.927,Compliant,Valid,0.228,0,0,0.701,High,Series B,0.1284
